Order ID,Timestamp,Fill Time,B/S,Contract,filledQty,Avg Fill Price,Type,Limit Price,Stop Price,Status,Trade Duration,Gap Time,Revenge Trade,Excessive Risk,Outsized Loss,No Stop Loss
7301603813,01/05/2024 9:57:32,01/05/2024 10:00:22,Sell,MNQH4,1,21409.5,Limit,21409.5,,Filled,,1:30:59,,,,
7301603421,01/05/2024 11:31:21,01/05/2024 11:31:21,Sell,MNQH4,1,21442,Market,21442,,Filled,0:08:11,,,,,
7301603422,01/05/2024 11:31:21,01/05/2024 11:39:32,Buy,MNQH4,1,21456,Stop,,21456,Filled,,,,,,
7301603423,01/05/2024 11:31:21,,Buy,MNQH4,1,,Limit,21415,,Cancelled,,1:00:17,,,,
7301604021,01/08/2024 7:30:00,01/08/2024 7:30:00,Sell,MNQH4,1,21514.25,Market,21514.25,,Filled,0:03:27,,,,,
7301604022,01/08/2024 7:30:00,,Buy,MNQH4,1,,Stop,,21523.75,Cancelled,,,,,,
7301604023,01/08/2024 7:30:00,01/08/2024 7:33:27,Buy,MNQH4,1,21499.25,Limit,21499.25,,Filled,,0:45:56,,,,
7301605181,01/08/2024 8:19:23,01/08/2024 8:19:23,Buy,MNQH4,1,21463.25,Market,21463.25,,Filled,0:10:25,,,,,
7301605182,01/08/2024 8:19:23,,Sell,MNQH4,1,,Stop,,21453.25,Cancelled,,,,,,
7301605183,01/08/2024 8:19:23,01/08/2024 8:29:48,Sell,MNQH4,1,21480.25,Limit,21480.25,,Filled,,1:47:16,,,,
7301603381,01/08/2024 10:17:04,01/08/2024 10:17:04,Sell,MNQH4,1,21500,Market,21500,,Filled,0:08:34,,,,,
7301603382,01/08/2024 10:17:04,01/08/2024 10:25:38,Buy,MNQH4,1,21516.5,Stop,,21516.5,Filled,,,,,,
7301603383,01/08/2024 10:17:04,,Buy,MNQH4,1,,Limit,21471,,Cancelled,,0:36:08,,,,
7301602811,01/08/2024 11:01:46,01/08/2024 11:01:46,Sell,MNQH4,1,21435.25,Market,21435.25,,Filled,0:02:41,,,,,
7301602812,01/08/2024 11:01:46,01/08/2024 11:04:27,Buy,MNQH4,1,21454,Stop,,21454,Filled,,,,,,
7301602813,01/08/2024 11:01:46,,Buy,MNQH4,1,,Limit,21399.25,,Cancelled,,0:34:35,,,,
7301605601,01/08/2024 11:39:02,01/08/2024 11:39:02,Sell,MNQH4,1,21479.75,Market,21479.75,,Filled,0:10:39,,revenge,,,
7301605602,01/08/2024 11:39:02,01/08/2024 11:49:41,Buy,MNQH4,1,21495.25,Stop,,21495.25,Filled,,,revenge,,,
7301605603,01/08/2024 11:39:02,,Buy,MNQH4,1,,Limit,21451,,Cancelled,,0:00:28,revenge,,,
7301605111,01/09/2024 7:30:00,01/09/2024 7:30:00,Buy,MNQH4,1,21401.75,Market,21401.75,,Filled,0:10:00,,,,,
7301605112,01/09/2024 7:30:00,01/09/2024 7:40:00,Sell,MNQH4,1,21384.25,Stop,,21384.25,Filled,,,,,,
7301605113,01/09/2024 7:30:00,,Sell,MNQH4,1,,Limit,21428.5,,Cancelled,,1:51:57,,,,
7301603171,01/09/2024 9:31:57,01/09/2024 9:31:57,Sell,MNQH4,1,21417.5,Market,21417.5,,Filled,0:01:17,,,,,
7301603172,01/09/2024 9:31:57,,Buy,MNQH4,1,,Stop,,21432.75,Cancelled,,,,,,
7301603173,01/09/2024 9:31:57,01/09/2024 9:33:14,Buy,MNQH4,1,21394.5,Limit,21394.5,,Filled,,1:16:59,,,,
7301603611,01/09/2024 10:50:13,01/09/2024 10:50:13,Buy,MNQH4,1,21454.25,Market,21454.25,,Filled,0:06:37,,,,,
7301603612,01/09/2024 10:50:13,01/09/2024 10:56:50,Sell,MNQH4,1,21446,Stop,,21446,Filled,,,,,,
7301603613,01/09/2024 10:50:13,,Sell,MNQH4,1,,Limit,21466.25,,Cancelled,,1:32:01,,,,
7301604641,01/09/2024 12:28:51,01/09/2024 12:28:51,Buy,MNQH4,1,21414.5,Market,21414.5,,Filled,0:04:35,,,,,
7301604642,01/09/2024 12:28:51,01/09/2024 12:33:26,Sell,MNQH4,1,21405.5,Stop,,21405.5,Filled,,,,,,
7301604643,01/09/2024 12:28:51,,Sell,MNQH4,1,,Limit,21426.75,,Cancelled,,0:38:29,,,,
7301604271,01/09/2024 13:11:55,01/09/2024 13:11:55,Buy,MNQH4,1,21444.75,Market,21444.75,,Filled,0:07:58,,,,,
7301604272,01/09/2024 13:11:55,,Sell,MNQH4,1,,Stop,,21439,Cancelled,,,,,,
7301604273,01/09/2024 13:11:55,01/09/2024 13:19:53,Sell,MNQH4,1,21456.75,Limit,21456.75,,Filled,,1:20:29,,,,
7301603291,01/10/2024 7:30:00,01/10/2024 7:30:00,Buy,MNQH4,1,21355.5,Market,21355.5,,Filled,0:03:47,,,,,
7301603292,01/10/2024 7:30:00,,Sell,MNQH4,1,,Stop,,21342.75,Cancelled,,,,,,
7301603293,01/10/2024 7:30:00,01/10/2024 7:33:47,Sell,MNQH4,1,21376,Limit,21376,,Filled,,1:45:27,,,,
7301604291,01/10/2024 9:19:14,01/10/2024 9:19:14,Sell,MNQH4,1,21384.5,Market,21384.5,,Filled,0:05:17,,,,,
7301604292,01/10/2024 9:19:14,,Buy,MNQH4,1,,Stop,,21396.75,Cancelled,,,,,,
7301604293,01/10/2024 9:19:14,01/10/2024 9:24:31,Buy,MNQH4,1,21366,Limit,21366,,Filled,,0:44:07,,,,
7301604841,01/10/2024 10:08:38,01/10/2024 10:08:38,Sell,MNQH4,1,21484.25,Market,21484.25,,Filled,0:09:38,,,,,
7301604842,01/10/2024 10:08:38,01/10/2024 10:18:16,Buy,MNQH4,1,21494.5,Stop,,21494.5,Filled,,,,,,
7301604843,01/10/2024 10:08:38,,Buy,MNQH4,1,,Limit,21462,,Cancelled,,0:42:28,,,,
7301605871,01/10/2024 11:00:44,01/10/2024 11:00:44,Buy,MNQH4,1,21445.75,Market,21445.75,,Filled,0:00:49,,,,outsized,
7301605872,01/10/2024 11:00:44,01/10/2024 11:01:33,Sell,MNQH4,1,21423.75,Stop,,21423.75,Filled,,,,,outsized,
7301605873,01/10/2024 11:00:44,,Sell,MNQH4,1,,Limit,21488.75,,Cancelled,,0:08:26,,,outsized,
7301604061,01/10/2024 11:09:59,01/10/2024 11:09:59,Sell,MNQH4,1,21430.75,Market,21430.75,,Filled,0:01:15,,,,,
7301604062,01/10/2024 11:09:59,01/10/2024 11:11:14,Buy,MNQH4,1,21448.25,Stop,,21448.25,Filled,,,,,,
7301604063,01/10/2024 11:09:59,,Buy,MNQH4,1,,Limit,21389.25,,Cancelled,,0:15:27,,,,
7301603851,01/11/2024 7:30:00,01/11/2024 7:30:00,Buy,MNQH4,1,21447,Market,21447,,Filled,0:02:39,,,,,
7301603852,01/11/2024 7:30:00,,Sell,MNQH4,1,,Stop,,21435,Cancelled,,,,,,
7301603853,01/11/2024 7:30:00,01/11/2024 7:32:39,Sell,MNQH4,1,21466.5,Limit,21466.5,,Filled,,0:35:18,,,,
7301605261,01/11/2024 8:07:57,01/11/2024 8:07:57,Sell,MNQH4,1,21497.75,Market,21497.75,,Filled,0:00:24,,,,,
7301605262,01/11/2024 8:07:57,,Buy,MNQH4,1,,Stop,,21510.25,Cancelled,,,,,,
7301605263,01/11/2024 8:07:57,01/11/2024 8:08:21,Buy,MNQH4,1,21475,Limit,21475,,Filled,,1:11:53,,,,
7301604211,01/11/2024 9:20:14,01/11/2024 9:20:14,Buy,MNQH4,1,21390,Market,21390,,Filled,0:09:28,,,,,
7301604212,01/11/2024 9:20:14,,Sell,MNQH4,1,,Stop,,21380.25,Cancelled,,,,,,
7301604213,01/11/2024 9:20:14,01/11/2024 9:29:42,Sell,MNQH4,1,21411.25,Limit,21411.25,,Filled,,1:29:33,,,,
7301603761,01/11/2024 10:59:15,01/11/2024 10:59:15,Sell,MNQH4,1,21499,Market,21499,,Filled,0:08:39,,,,,
7301603762,01/11/2024 10:59:15,,Buy,MNQH4,1,,Stop,,21509.75,Cancelled,,,,,,
7301603763,01/11/2024 10:59:15,01/11/2024 11:07:54,Buy,MNQH4,1,21482.75,Limit,21482.75,,Filled,,1:42:47,,,,
7301603671,01/11/2024 12:50:41,01/11/2024 12:50:41,Sell,MNQH4,1,21487,Market,21487,,Filled,0:03:59,,,,,
7301603672,01/11/2024 12:50:41,,Buy,MNQH4,1,,Stop,,21497.5,Cancelled,,,,,,
7301603673,01/11/2024 12:50:41,01/11/2024 12:54:40,Buy,MNQH4,1,21465.75,Limit,21465.75,,Filled,,1:56:41,,,,
7301604701,01/12/2024 7:30:00,01/12/2024 7:30:00,Sell,MNQH4,1,21504.75,Market,21504.75,,Filled,0:00:20,,,,,
7301604702,01/12/2024 7:30:00,,Buy,MNQH4,1,,Stop,,21516,Cancelled,,,,,,
7301604703,01/12/2024 7:30:00,01/12/2024 7:30:20,Buy,MNQH4,1,21485.75,Limit,21485.75,,Filled,,0:06:38,,,,
7301605161,01/12/2024 7:36:58,01/12/2024 7:36:58,Sell,MNQH4,1,21406,Market,21406,,Filled,0:08:41,,,,,
7301605162,01/12/2024 7:36:58,,Buy,MNQH4,1,,Stop,,21413.5,Cancelled,,,,,,
7301605163,01/12/2024 7:36:58,01/12/2024 7:45:39,Buy,MNQH4,1,21388.75,Limit,21388.75,,Filled,,0:59:54,,,,
7301604971,01/12/2024 8:45:33,01/12/2024 8:45:33,Buy,MNQH4,1,21401.75,Market,21401.75,,Filled,0:04:30,,,,,
7301604972,01/12/2024 8:45:33,01/12/2024 8:50:03,Sell,MNQH4,1,21382,Stop,,21382,Filled,,,,,,
7301604973,01/12/2024 8:45:33,,Sell,MNQH4,1,,Limit,21445.25,,Cancelled,,0:45:44,,,,
7301605321,01/12/2024 9:35:47,01/12/2024 9:35:47,Buy,MNQH4,1,21356.75,Market,21356.75,,Filled,0:04:41,,,,,
7301605322,01/12/2024 9:35:47,01/12/2024 9:40:28,Sell,MNQH4,1,21344.5,Stop,,21344.5,Filled,,,,,,
7301605323,01/12/2024 9:35:47,,Sell,MNQH4,1,,Limit,21379,,Cancelled,,0:45:36,,,,
7301604181,01/12/2024 10:26:04,01/12/2024 10:26:04,Buy,MNQH4,1,21403.5,Market,21403.5,,Filled,0:00:29,,,,,
7301604182,01/12/2024 10:26:04,01/12/2024 10:26:33,Sell,MNQH4,1,21384.25,Stop,,21384.25,Filled,,,,,,
7301604183,01/12/2024 10:26:04,,Sell,MNQH4,1,,Limit,21436.5,,Cancelled,,1:32:14,,,,
7301605391,01/15/2024 7:30:00,01/15/2024 7:30:00,Buy,MNQH4,1,21483.25,Market,21483.25,,Filled,0:01:43,,,,,
7301605392,01/15/2024 7:30:00,01/15/2024 7:31:43,Sell,MNQH4,1,21465.75,Stop,,21465.75,Filled,,,,,,
7301605393,01/15/2024 7:30:00,,Sell,MNQH4,1,,Limit,21521,,Cancelled,,0:16:05,,,,
7301605011,01/15/2024 7:47:48,01/15/2024 7:47:48,Buy,MNQH4,1,21484.5,Market,21484.5,,Filled,0:05:16,,,,,
7301605012,01/15/2024 7:47:48,01/15/2024 7:53:04,Sell,MNQH4,1,21466.5,Stop,,21466.5,Filled,,,,,,
7301605013,01/15/2024 7:47:48,,Sell,MNQH4,1,,Limit,21526.25,,Cancelled,,1:16:07,,,,
7301603981,01/15/2024 9:09:11,01/15/2024 9:09:11,Buy,MNQH4,1,21510.75,Market,21510.75,,Filled,0:06:54,,,,,
7301603982,01/15/2024 9:09:11,01/15/2024 9:16:05,Sell,MNQH4,1,21496.5,Stop,,21496.5,Filled,,,,,,
7301603983,01/15/2024 9:09:11,,Sell,MNQH4,1,,Limit,21541.5,,Cancelled,,0:53:34,,,,
7301603251,01/15/2024 10:09:39,01/15/2024 10:09:39,Sell,MNQH4,1,21406.5,Market,21406.5,,Filled,0:01:45,,,,,
7301603252,01/15/2024 10:09:39,,Buy,MNQH4,1,,Stop,,21414.75,Cancelled,,,,,,
7301603253,01/15/2024 10:09:39,01/15/2024 10:11:24,Buy,MNQH4,1,21393.5,Limit,21393.5,,Filled,,0:42:29,,,,
7301605541,01/15/2024 10:53:53,01/15/2024 10:53:53,Sell,MNQH4,1,21355.75,Market,21355.75,,Filled,0:03:07,,revenge,,,
7301605542,01/15/2024 10:53:53,,Buy,MNQH4,1,,Stop,,21362.75,Cancelled,,,revenge,,,
7301605543,01/15/2024 10:53:53,01/15/2024 10:57:00,Buy,MNQH4,1,21342.5,Limit,21342.5,,Filled,,0:02:07,revenge,,,
7301605241,01/16/2024 7:30:00,01/16/2024 7:30:00,Buy,MNQH4,1,21369,Market,21369,,Filled,0:05:52,,,,,
7301605242,01/16/2024 7:30:00,01/16/2024 7:35:52,Sell,MNQH4,1,21359,Stop,,21359,Filled,,,,,,
7301605243,01/16/2024 7:30:00,,Sell,MNQH4,1,,Limit,21384.75,,Cancelled,,0:24:11,,,,
7301602991,01/16/2024 8:00:03,01/16/2024 8:00:03,Buy,MNQH4,1,21424,Market,21424,,Filled,0:01:00,,,,,
7301602992,01/16/2024 8:00:03,01/16/2024 8:01:03,Sell,MNQH4,1,21409.75,Stop,,21409.75,Filled,,,,,,
7301602993,01/16/2024 8:00:03,,Sell,MNQH4,1,,Limit,21447.25,,Cancelled,,1:09:20,,,,
7301602961,01/16/2024 9:10:23,01/16/2024 9:10:23,Buy,MNQH4,1,21409.75,Market,21409.75,,Filled,0:03:21,,,,,
7301602962,01/16/2024 9:10:23,,Sell,MNQH4,1,,Stop,,21402.5,Cancelled,,,,,,
7301602963,01/16/2024 9:10:23,01/16/2024 9:13:44,Sell,MNQH4,1,21423.5,Limit,21423.5,,Filled,,0:33:29,,,,
7301602781,01/16/2024 9:47:13,01/16/2024 9:47:13,Buy,MNQH4,1,21397.5,Market,21397.5,,Filled,0:02:35,,,,,
7301602782,01/16/2024 9:47:13,,Sell,MNQH4,1,,Stop,,21391,Cancelled,,,,,,
7301602783,01/16/2024 9:47:13,01/16/2024 9:49:48,Sell,MNQH4,1,21409.75,Limit,21409.75,,Filled,,1:34:25,,,,
7301603841,01/16/2024 11:24:13,01/16/2024 11:24:13,Buy,MNQH4,1,21499.75,Market,21499.75,,Filled,0:02:03,,,,,
7301603842,01/16/2024 11:24:13,,Sell,MNQH4,1,,Stop,,21486.75,Cancelled,,,,,,
7301603843,01/16/2024 11:24:13,01/16/2024 11:26:16,Sell,MNQH4,1,21520.5,Limit,21520.5,,Filled,,1:35:00,,,,
7301604111,01/17/2024 7:30:00,01/17/2024 7:30:00,Sell,MNQH4,1,21486.75,Market,21486.75,,Filled,0:01:40,,,,,
7301604112,01/17/2024 7:30:00,01/17/2024 7:31:40,Buy,MNQH4,1,21496,Stop,,21496,Filled,,,,,,
7301604113,01/17/2024 7:30:00,,Buy,MNQH4,1,,Limit,21466.75,,Cancelled,,1:40:52,,,,
7301605701,01/17/2024 9:12:32,01/17/2024 9:12:32,Buy,MNQH4,1,21478.25,Market,21478.25,,Filled,0:11:06,,revenge,,,
7301605702,01/17/2024 9:12:32,,Sell,MNQH4,1,,Stop,,21468.75,Cancelled,,,revenge,,,
7301605703,01/17/2024 9:12:32,01/17/2024 9:23:38,Sell,MNQH4,1,21496.25,Limit,21496.25,,Filled,,0:01:08,revenge,,,
7301605441,01/17/2024 9:24:46,01/17/2024 9:24:46,Sell,MNQH4,1,21427.25,Market,21427.25,,Filled,0:01:04,,,,,
7301605442,01/17/2024 9:24:46,01/17/2024 9:25:50,Buy,MNQH4,1,21437.25,Stop,,21437.25,Filled,,,,,,
7301605443,01/17/2024 9:24:46,,Buy,MNQH4,1,,Limit,21408.25,,Cancelled,,1:04:58,,,,
7301604431,01/17/2024 10:30:48,01/17/2024 10:30:48,Sell,MNQH4,1,21377.75,Market,21377.75,,Filled,0:08:19,,,,,
7301604432,01/17/2024 10:30:48,,Buy,MNQH4,1,,Stop,,21386.75,Cancelled,,,,,,
7301604433,01/17/2024 10:30:48,01/17/2024 10:39:07,Buy,MNQH4,1,21358.75,Limit,21358.75,,Filled,,1:15:53,,,,
7301604421,01/17/2024 11:55:00,01/17/2024 11:55:00,Sell,MNQH4,1,21408.5,Market,21408.5,,Filled,0:11:09,,,,,
7301604422,01/17/2024 11:55:00,,Buy,MNQH4,1,,Stop,,21419,Cancelled,,,,,,
7301604423,01/17/2024 11:55:00,01/17/2024 12:06:09,Buy,MNQH4,1,21389,Limit,21389,,Filled,,0:22:49,,,,
7301604361,01/18/2024 7:30:00,01/18/2024 7:30:00,Buy,MNQH4,1,21476.5,Market,21476.5,,Filled,0:01:34,,,,,
7301604362,01/18/2024 7:30:00,,Sell,MNQH4,1,,Stop,,21464.25,Cancelled,,,,,,
7301604363,01/18/2024 7:30:00,01/18/2024 7:31:34,Sell,MNQH4,1,21496.25,Limit,21496.25,,Filled,,1:35:52,,,,
7301604711,01/18/2024 9:07:26,01/18/2024 9:07:26,Sell,MNQH4,1,21407,Market,21407,,Filled,0:02:23,,,,,
7301604712,01/18/2024 9:07:26,,Buy,MNQH4,1,,Stop,,21418,Cancelled,,,,,,
7301604713,01/18/2024 9:07:26,01/18/2024 9:09:49,Buy,MNQH4,1,21388.75,Limit,21388.75,,Filled,,0:21:06,,,,
7301604681,01/18/2024 9:30:55,01/18/2024 9:30:55,Sell,MNQH4,1,21371.25,Market,21371.25,,Filled,0:04:43,,,,,
7301604682,01/18/2024 9:30:55,01/18/2024 9:35:38,Buy,MNQH4,1,21385.25,Stop,,21385.25,Filled,,,,,,
7301604683,01/18/2024 9:30:55,,Buy,MNQH4,1,,Limit,21349.5,,Cancelled,,0:34:16,,,,
7301602881,01/18/2024 10:09:54,01/18/2024 10:09:54,Sell,MNQH4,1,21454.5,Market,21454.5,,Filled,0:04:18,,,,,
7301602882,01/18/2024 10:09:54,01/18/2024 10:14:12,Buy,MNQH4,1,21468.25,Stop,,21468.25,Filled,,,,,,
7301602883,01/18/2024 10:09:54,,Buy,MNQH4,1,,Limit,21424.5,,Cancelled,,1:47:34,,,,
7301604491,01/18/2024 12:01:46,01/18/2024 12:01:46,Sell,MNQH4,1,21355.75,Market,21355.75,,Filled,0:05:23,,,,,
7301604492,01/18/2024 12:01:46,,Buy,MNQH4,1,,Stop,,21364.75,Cancelled,,,,,,
7301604493,01/18/2024 12:01:46,01/18/2024 12:07:09,Buy,MNQH4,1,21339.75,Limit,21339.75,,Filled,,0:37:09,,,,
7301602841,01/19/2024 7:30:00,01/19/2024 7:30:00,Buy,MNQH4,1,21376.75,Market,21376.75,,Filled,0:05:47,,,,,
7301602842,01/19/2024 7:30:00,01/19/2024 7:35:47,Sell,MNQH4,1,21360.25,Stop,,21360.25,Filled,,,,,,
7301602843,01/19/2024 7:30:00,,Sell,MNQH4,1,,Limit,21415.5,,Cancelled,,1:54:34,,,,
7301604541,01/19/2024 9:30:21,01/19/2024 9:30:21,Buy,MNQH4,1,21370.25,Market,21370.25,,Filled,0:04:42,,,,,
7301604542,01/19/2024 9:30:21,01/19/2024 9:35:03,Sell,MNQH4,1,21359.5,Stop,,21359.5,Filled,,,,,,
7301604543,01/19/2024 9:30:21,,Sell,MNQH4,1,,Limit,21392.5,,Cancelled,,0:41:58,,,,
7301602981,01/19/2024 10:17:01,01/19/2024 10:17:01,Sell,MNQH4,1,21401.75,Market,21401.75,,Filled,0:07:41,,,,,
7301602982,01/19/2024 10:17:01,01/19/2024 10:24:42,Buy,MNQH4,1,21410,Stop,,21410,Filled,,,,,,
7301602983,01/19/2024 10:17:01,,Buy,MNQH4,1,,Limit,21387.75,,Cancelled,,1:27:22,,,,
7301605431,01/19/2024 11:52:04,01/19/2024 11:52:04,Buy,MNQH4,1,21394.75,Market,21394.75,,Filled,0:10:54,,,,,
7301605432,01/19/2024 11:52:04,01/19/2024 12:02:58,Sell,MNQH4,1,21375.25,Stop,,21375.25,Filled,,,,,,
7301605433,01/19/2024 11:52:04,,Sell,MNQH4,1,,Limit,21422.5,,Cancelled,,0:36:08,,,,
